ID,Question,Answer,Answer Mode,Source URL
2480,Is there fee for using fingerprint authentication?, No. Fingerprint authentication is free to TFS account holders with mobile devices. ,DIRECT_TEXT,https://www.toyotafinancial.com/us/en/planning_tools/faq/mobileapp-faqs/is-there-fee-for-using-fingerprint-authentication.html
2481,Which devices are compatible with fingerprint authentication?," For Touch ID, Apple mobile device with iOS 6.0 or higher with Touch ID functionality For Fingerprint, Android mobile device with OS 7.0 or higher with Fingerprint functionality ",DIRECT_TEXT,https://www.toyotafinancial.com/us/en/planning_tools/faq/mobileapp-faqs/which-devices-are-compatible-with-fingerprint-authentication.html
2482,How do I add a fingerprint to my mobile device?," Visit your device settings and select Touch ID Settings (from an Apple mobile device) or Lock Screen and Security (from an Android mobile device). From there, follow the steps to register one or more fingerprints on your device. ",DIRECT_TEXT,https://www.toyotafinancial.com/us/en/planning_tools/faq/mobileapp-faqs/how-do-i-add-a-fingerprint-to-my-mobile-device.html
2483,Where is my fingerprint stored?, Your device stores the information needed to recognize your fingerprint. The myTFS app utilizes the devices functionality to recognize your fingerprint when you log in. TFS does not store your fingerprint in any way. ,DIRECT_TEXT,https://www.toyotafinancial.com/us/en/planning_tools/faq/mobileapp-faqs/where-is-my-fingerprint-stored.html
2484,What account features are available on the mobile app?, You are able to do the following:  Make a payment  View edit app payments  View payoff contract information  View Account History  Retrieve contact information ,DIRECT_TEXT,https://www.toyotafinancial.com/us/en/planning_tools/faq/mobileapp-faqs/what-account-features-are-available-on-the-mobile-app.html
2485,"Once I have my fingerprint set up on my mobile device, how do I enable fingerprint authentication from the login page of the myTFS app?"," Follow these steps to enable Fingerprint authentication in the myTFS app: a.Enter your username, password and select the box next to Enable Touch ID or Enable Fingerprint b.Select Login c.Enter the Answer to the Security Question, if applicable d. Agree to the Electronic Communications Agreements and Mobile Application Polices and Agreements e.Select Enable to activate fingerprint authentication f.Update your Security Question and Answer g.Select if you would like the Security Question to be presented with every login h.Select Finish to complete enrollment ",DIRECT_TEXT,https://www.toyotafinancial.com/us/en/planning_tools/faq/mobileapp-faqs/once-i-have-my-fingerprint-set-up-on-my-mobile-device.html
2486,How do I enable fingerprint authentication from Security Settings?," Follow these steps to enable fingerprint authentication from Security Settings: a. Log in to the myTFS app with your username and password b.Select More from the Home / My Account page c.Select Security d.Toggle the Touch ID or Fingerprint switch On e.Select Continue to go to the Login page f.Enter your username, password and select the box next to Enable Touch ID or Enable Fingerprint g.Select Login h.Enter the Answer to the Security Question i.Select if the device is Personal or Shared, then select Continue j. Agree to the Electronic Communications Agreements and Mobile Application Policies and Agreements k.Select Enable to activate Fingerprint authentication l.Select OK to set up your Security Question and Answer for Fingerprint authentication m.Select a new Security Question n.Enter the Answer to the Security Question, thenselect Continue o.Select if you would like the Security Question to be presented with every login p.Select Finish to complete enrollment ",PORTAL_REDIRECT,https://www.toyotafinancial.com/us/en/planning_tools/faq/mobileapp-faqs/how-do-i-enable-fingerprint-authentication-from-security-settings.html
2487,How to do I disable fingerprint authentication from Security Settings?, Follow these steps to disable fingerprint authentication from Security Settings: a.Log in to the myTFS app b.Select More from the Home / My Account page c.Select Security d.Toggle the Touch ID or Fingerprint switch Off e.Confirmation pop up is presented f.Select Continue to turn disable fingerprint authentication ,DIRECT_TEXT,https://www.toyotafinancial.com/us/en/planning_tools/faq/mobileapp-faqs/how-to-do-i-disable-fingerprint-authentication-from-security-settings.html
2488,"Once fingerprint authentication is enabled and set up on the myTFS app, how do I log in to my TFS account using fingerprint authentication?"," Follow these steps to log in to your TFS account using fingerprint authentication: a.Open the myTFS app b. You will be prompted to scan your fingerprint to log in by placing your finger on the device touchpad ( Home button) c.If challenged with a Security Question, enter the Answer d.Select Continue to complete login ",DIRECT_TEXT,https://www.toyotafinancial.com/us/en/planning_tools/faq/mobileapp-faqs/once-fingerprint-authentication-is-enabled-and-set-up-on-the-mytfs-app.html
2489,Can I use different fingerprints to log in?, Yes. You can log in using any fingerprint registered on your device. ,DIRECT_TEXT,https://www.toyotafinancial.com/us/en/planning_tools/faq/mobileapp-faqs/can-i-use-different-fingerprints-to-log-in.html
2490,Should I use fingerprint authentication if I share my device with others?," No. When you log in with Touch ID or Fingerprint enabled, anyone with a registered fingerprint on your device can log into your TFS account. We highly recommend you do not enable Touch ID or Fingerprint if you share your device. ",DIRECT_TEXT,https://www.toyotafinancial.com/us/en/planning_tools/faq/mobileapp-faqs/should-i-use-fingerprint-authentication-if-i-share-my-device-with-others.html
2491,What should I do if my device is lost or stolen?," You should contact your mobile carrier first, then contact our [Customer Service Center](#) and let us know that you device has been lost or stolen. We can disable the login feature within the fingerprint authentication feature on the myTFS app. If you have the Find My iPhone app on your Apple mobile device, or the Find My Device app on your Android mobile device, you can lock your device and keep your information safe. Contact Apple or Google for more information. ",DIRECT_TEXT,https://www.toyotafinancial.com/us/en/planning_tools/faq/mobileapp-faqs/what-should-i-do-if-my-device-is-lost-or-stolen.html
2492,"Once I have enrolled in Touch ID or Fingerprint, can I still log in to my account with my username and password?"," Yes. You can log in to your account with your username and password any time. When you open the myTFS app and prompted to scan your fingerprint, select Cancel to return to the Login page where you can enter your username and password. ",DIRECT_TEXT,https://www.toyotafinancial.com/us/en/planning_tools/faq/mobileapp-faqs/once-i-have-enrolled-in-touch-id-or-fingerprint.html
2493,What happens if I change a fingerprint stored on my phone?," If a change to the fingerprint registry is detected on your device, fingerprint authentication will be disabled. You will have to add a new fingerprint to reactivate fingerprint authentication on your device. ",DIRECT_TEXT,https://www.toyotafinancial.com/us/en/planning_tools/faq/mobileapp-faqs/what-happens-if-i-change-a-fingerprint-stored-on-my-phone.html
2494,How do I enable additional security from Security Settings?, Follow these steps to enable additional security from Security Settings on your mobile device: a. Log in to the myTFS app b.Select More from the Home/My Account page c.Select Security d.Toggle switch On or Off to have your security question presented every time you login e.Select a Security Question f.Enter the Answer to the Security Question g.Select Continue h.Receive a confirmation pop-up i.Select OK ,DIRECT_TEXT,https://www.toyotafinancial.com/us/en/planning_tools/faq/mobileapp-faqs/how-do-i-enable-additional-security-from-security-settings.html
2495,How do I start using the mobile app?," If you have registered for account access from our website, use your login credentials to use the app. If you have not yet registered on the website, launch the app and select Register from the opening screen. ",DIRECT_TEXT,https://www.toyotafinancial.com/us/en/planning_tools/faq/mobileapp-faqs/how-do-i-start-using-the-mobile-app.html
2496,How do I disable additional security?, Follow these steps to disable additional security from Security Settings: a.Log in to the myTFS app b.Select More from the Home/My Account page c.Select Security d.Toggle switch On or Off to have their security question presented during Fingerprint authentication login e.Receive a confirmation pop-up f.Select Confirm to disable fingerprint authentication two-step verification ,DIRECT_TEXT,https://www.toyotafinancial.com/us/en/planning_tools/faq/mobileapp-faqs/how-do-i-disable-additional-security.html
2497,How can I make a principal-only payment on the Mobile App?,"Log in to the app
Select “Make A Payment” on the Dashboard
Select “Make A Principal Only Payment”
Select the Amount and click Continue
Select “Pay On” date and confirm Bank Account
Swipe to Confirm",DIRECT_TEXT,https://www.toyotafinancial.com/us/en/planning_tools/faq/mobileapp-faqs/How_can_I_make_a_principal_only_payment_on_the_Mobile_App.html
2498,Do I have to be registered from your website to use the mobile app?," No. You can register on the app. To use the app, you will be required to accept the Online Policies Agreements for Mobile Device Applications. ",DIRECT_TEXT,https://www.toyotafinancial.com/us/en/planning_tools/faq/mobileapp-faqs/do-i-have-to-be-registered-from-your-website-to-use-the-mobile-app.html
2499,Will I be able to access my account from the mobile app without username and password?," No. To help protect your data, we require customers to enter a valid Username and Password to access the secure account section. ",DIRECT_TEXT,https://www.toyotafinancial.com/us/en/planning_tools/faq/mobileapp-faqs/will-i-be-able-to-access-my-account-from-the-mobile-app-without-username-and-password.html
2500,Will my Username and Password from your website work on the mobile app?," Yes. You will be able to access your account from the app using the same login credentials from our website. To use the app, you will be required to accept the Online Policies Agreements for Mobile Device Applications. ",PORTAL_REDIRECT,https://www.toyotafinancial.com/us/en/planning_tools/faq/mobileapp-faqs/will-my-username-and-password-from-your-website-work-on-the-mobile-app.html
2501,"If I registered from the mobile app, will the login credentials work on your website?"," Yes, The login credentials can be used from either the mobile app or website. If you registered from the app and login for the first time to our website, you will be required to accept the Online Policies Agreements for website. ",DIRECT_TEXT,https://www.toyotafinancial.com/us/en/planning_tools/faq/mobileapp-faqs/if-i-registered-from-the-mobile-app.html
2502,After how many incorrect login attempts will the mobile app be locked?," After your fifth invalid login attempt, your access to the mobile app will be locked. From the login screen, use the self-service tools such as Forgot Password and Forgot Username to reset your login credentials. ",DIRECT_TEXT,https://www.toyotafinancial.com/us/en/planning_tools/faq/mobileapp-faqs/after-how-many-incorrect-login-attempts-will-the-mobile-app-be-locked.html
2503,Will my session time out while using the mobile app?," Yes. To help protect your data, the mobile app session will time out after 5 minutes. To avoid time out, ensure you are active in the session after you login. ",DIRECT_TEXT,https://www.toyotafinancial.com/us/en/planning_tools/faq/mobileapp-faqs/will-my-session-time-out-while-using-the-mobile-app.html
2504,"If I apply for credit, am I obligated to finance or lease a vehicle through TFS?"," No, the online credit application is a tool to help you shop for your vehicle and creates no obligation to finance or lease a vehicle from TFS or from the dealer you select during the process. ",DIRECT_TEXT,https://www.toyotafinancial.com/us/en/planning_tools/faq/online_credit_application/if_i_apply_for_credit_am_i_obligated_to_finance_or_lease_a_vehicle_through_tfs.html
2505,Do I have to go to the dealer on my online credit application?," No. If you are pre-approved for a finance or lease contract, you will receive a pre-approval certificate (via email) that you can use at any participating Toyota dealer. If you use this certificate at a dealer other than the one listed on your online credit application, you are applying for credit at that dealership and may need to provide additional information. ",DIRECT_TEXT,https://www.toyotafinancial.com/us/en/planning_tools/faq/online_credit_application/do_i_have_to_go_to_the_dealer_on_my_online_credit_application.html
2506,How secure is the online credit form?," As a financial services company, TFS works hard to protect your privacy and security. We have adopted technology and security standards widely used throughout the online banking industry. When you submit your credit application or access your account information, your data is encrypted for further security. Please read our [Privacy Policy](/us/en/online_policies_and_agreements.html) for more information. ",PORTAL_REDIRECT,https://www.toyotafinancial.com/us/en/planning_tools/faq/online_credit_application/how_secure_is_the_online_credit_form.html
2507,Im not comfortable applying for credit online. Are there other ways I can apply?," Yes. If you would rather not apply online, simply [download the application](/content/dam/tmcc-webcommons/toyotafinancial/documents/planning_tools/FAQS/F0300.pdf), fill it out, then fax or take a hard copy with you to your local Toyota dealer. Note : To view and print this PDF document, you need to install the free Adobe Acrobat Reader DC on to your computer. ",PDF_ATTACHMENT,https://www.toyotafinancial.com/us/en/planning_tools/faq/online_credit_application/im_not_comfortable_applying_for_credit_online.html
2508,Why cant I use the online credit application?," If you entered your ZIP code and got a message that you were out of our serviced area, that means that the dealers in your area dont take online applications. Instead, you can simply print out the [application form](/content/dam/tmcc-webcommons/toyotafinancial/documents/financing_options/for_businesses/business_credit_application/TFSBusinessSolutionsCreditApp.pdf), fill it out and take a hard copy in to your local dealer. ",PDF_ATTACHMENT,https://www.toyotafinancial.com/us/en/planning_tools/faq/online_credit_application/why_cant_i_use_the_online_credit_application.html
2509,Will a credit check be run on my co-applicant?," Yes. Since your co-applicant is applying to be the co-buyer or lessee on your finance or lease contract, we need to run a credit report for you and your co-applicant. ",DIRECT_TEXT,https://www.toyotafinancial.com/us/en/planning_tools/faq/online_credit_application/will_a_credit_check_be_run_on_my_coapplicant.html
2510,Why do you need my zip code? Can I change it after submitting my application?," We ask for your ZIP code to determine if you are in an area where the local dealers accept online credit applications. Because vehicle option combinations vary by region, your ZIP code also helps us more accurately estimate the amount youll need to finance or lease a vehicle in your area. We remember your ZIP code to help create a personalized experience, allowing us to provide accurate information for your area of residence. The ZIP code you enter as part of the online credit application process is an example of this. To change to a different ZIP code, youll need to close and re-launch your Internet browser to begin a new session. ",DIRECT_TEXT,https://www.toyotafinancial.com/us/en/planning_tools/faq/online_credit_application/why_do_you_need_my_zip_code.html
2511,Why does the form repeatedly return me to the zip code entry screen?," Your browser settings need to accept cookies for all of the features of the online credit application to work correctly. Cookies allow us to receive and store information when your browser accesses our website. If your browser settings are not set to accept cookies, you will not be able to complete the online credit application process. If youd like to enable cookies within your browser, refer to the Help portion of your browsers toolbar. ",DIRECT_TEXT,https://www.toyotafinancial.com/us/en/planning_tools/faq/online_credit_application/why_does_the_form_repeatedly_return_me_to_the_zip_code_entry_screen.html
2512,What happens if I leave my computer in the middle of the application process?," If you leave your computer for 5 minutes or more, your credit application session will time out. This security feature has been put in place to protect your personal information. Please note that if your session times out, the information you entered will be erased and youll need to begin the process again. ",DIRECT_TEXT,https://www.toyotafinancial.com/us/en/planning_tools/faq/online_credit_application/what_happens_if_i_leave_my_computer_in_the_middle_of_the_application_process.html
2513,The website and application list a Total SRP. How is the final sales price determined?, Total SRP is the Total Suggested Retail Price from the manufacturer. The final price will be agreed upon by you and the dealer. ,DIRECT_TEXT,https://www.toyotafinancial.com/us/en/planning_tools/faq/online_credit_application/the_website_and_application_list_a_tsrp.html
2514,How is my annual percentage rate (APR) determined?," Your Annual Percentage Rate (APR) is agreed upon by you and your dealer. Take a look at [Understanding The Finance Charges](/content/dam/tmcc-webcommons/toyotafinancial/documents/financing_options/buy_a_toyota/TFS_simple_interest.pdf) to see how your interest is calculated. Note: To view this PDF document, you need to install the [free Adobe Acrobat Reader DC](https://get.adobe.com/reader/) on to your computer. ",PDF_ATTACHMENT,https://www.toyotafinancial.com/us/en/planning_tools/faq/online_credit_application/how_is_my_annual_percentage_rate_apr_determined.html
2515,What happens after my application is received?," After you submit your application, our credit analysts review it and make a decision. If you are approved, we notify you via email within one business day. The email has a pre-approval certificate embedded in it that is valid for 30 days from the date it was issued. You can use it at the Toyota dealer of your choice or at any participating Toyota dealer. Your selected dealer may also contact you to schedule an appointment to discuss your financing needs. In some cases, TFS and your dealer may need more time to finalize a credit decision. If you are not approved within one business day, your dealer may contact you with details on the status of your application. You should receive a final credit decision from us within three business days. ",DIRECT_TEXT,https://www.toyotafinancial.com/us/en/planning_tools/faq/online_credit_application/what_happens_after_my_application_is_received.html
2516,What are my options if my application is not approved?, You can contact your selected dealer (or any participating dealer) for more information and your options. You will also receive a letter from TFS explaining our credit decision and your rights. ,DIRECT_TEXT,https://www.toyotafinancial.com/us/en/planning_tools/faq/online_credit_application/what_are_my_options_if_my_application_is_not_approved.html
2517,I was approved with modified terms. How do I find out what the original terms were?, You can contact your selected dealer (or any participating dealer) to discuss the details of your original terms and your modified approval. ,DIRECT_TEXT,https://www.toyotafinancial.com/us/en/planning_tools/faq/online_credit_application/i_was_approved_with_modified_terms.html
2518,Where can I find my pre-approval certificate?," The pre-approval certificate is embedded in the body of the approval email, instead of being sent as a separate attachment. Print and take the email with you to your dealer. If you applied with a co-applicant, only the primary applicant will receive a pre-approval certificate. ",DIRECT_TEXT,https://www.toyotafinancial.com/us/en/planning_tools/faq/online_credit_application/where_can_i_find_my_preapproval_certificate.html
2519,What is Paperless?," Paperless is a free service that replaces your paper billing statements with electronic paperless billing statements. You receive email alerts when your statements are available to view online, approximately 2 weeks before your monthly payment due date. ",DIRECT_TEXT,https://www.toyotafinancial.com/us/en/planning_tools/faq/paperless_billing/what_is_go_paperless.html
2520,How do I enroll in Paperless Billing?,"Log in to the website
Select “Menu” from the top navigation bar
Select “Billing Statements” under Manage Account
Toggle the “Go Paperless” button to On
Select ""Go Paperless"" on the enable paperless billing pop-up",DIRECT_TEXT,https://www.toyotafinancial.com/us/en/planning_tools/faq/paperless_billing/how_do_i_enroll_in_paperless_billing.html
2521,I just enrolled in Go Paperless. When will my first paperless billing statement be available to view online?," You will receive an email notification stating that your billing statement is available to view online approximately 2 weeks before your monthly payment due date. However, if you are a new customer, it may take up to 2 billing cycles to activate. Note: Please continue to make payments with your paper statement until you receive an email notification that you can view and access your statements online. ",DIRECT_TEXT,https://www.toyotafinancial.com/us/en/planning_tools/faq/paperless_billing/i_just_enrolled_in_go_paperless_when_will_my_first_paperless_billing_statement_be_available_to_view_online.html
2522,How do I cancel Paperless?,"Log in to the website
Select “Menu” from the top navigation bar
Select “Billing Statements” under Manage Account
Toggle the “Go Paperless” button to Off
Select ""Disable Paperless"" on the pop-up",DIRECT_TEXT,https://www.toyotafinancial.com/us/en/planning_tools/faq/paperless_billing/how_do_i_cancel_go_paperless.html
2523,"What if I cancel Paperless, then change my mind?","Log in to your account
Select “My Profile” from the navigation bar
Click “Paperless”
Select the statements and documents you’d like to access online only
Click the “Save Changes” button at the bottom of the page and you will receive an “Information Saved” message informing you that your changes have been updated successfully",DIRECT_TEXT,https://www.toyotafinancial.com/us/en/planning_tools/faq/paperless_billing/what_if_i_cancel_go_paperless_then_change_my_mind.html
2524,"What payment methods do you offer? Can I pay with cash, credit, or debit card?"," Unfortunately, we cant process cash, credit, or debit card payments. Since cash is not an accepted payment method, we reserve the right to not process a payment provided in cash and return the cash to the sender by regular mail. However, we do offer several other options to help you keep your account up to date: Pay Online - This flexible, convenient and secure service allows you to schedule a one-time or recurring payment on our website or mobile app and avoid writing monthly checks. AutoCheque - We can automatically debit your monthly vehicle payment from your bank account. Simply download, print, complete and submit an [AutoCheque form](/content/dam/tmcc-webcommons/toyotafinancial/documents/planning_tools/ways_to_pay/TFS_Auto_Cheque_Form.pdf) (in PDF format) and well get you started. To view this PDF document, you need to install the free [Adobe Acrobat Reader DC](https://get.adobe.com/reader/) on to your computer. Pay by Mail - If youre not sure where to send your payment, log in to your account to see the current mailing address. Pay by Phone - You can make a payment from your checking account 24 hours a day by calling 1-(800)-874-8822 for our Customer Service Team. Please have your routing and bank account numbers available when you call. ",PDF_ATTACHMENT,https://www.toyotafinancial.com/us/en/planning_tools/faq/payments/what_payment_methods_do_you_offer_can_i_pay_with_cash_credit_or_debit_card.html
2525,How can I set up automatic payments?,"Log in to the website
Select ""Set Up Recurring Payments"" or “Make One-Time Payment” from your Dashboard
Fill in the required fields to schedule your payment
Select ""Confirm"" on the Payment page",DIRECT_TEXT,https://www.toyotafinancial.com/us/en/planning_tools/faq/payments/how_can_i_set_up_automatic_payments.html
2526,How long does it take for AutoCheque to begin debiting from my account and when will my AutoCheque payment come out?," After receiving your completed and signed form, we will process your enrollment request. Enrollment is generally completed within 14 business days. Continue making your regularly scheduled payments. You will receive an AutoCheque enrollment confirmation notice identifying the first automatic withdrawal date and amount. ",DIRECT_TEXT,https://www.toyotafinancial.com/us/en/planning_tools/faq/payments/how_long_does_it_take_for_autocheque_to_begin_debiting_from_my_account_and_when_will_my_autocheque_payment_come_out.html
2527,How can I pay toward Principal Reduction?," Amounts in excess of the total amount due are applied to the unpaid principal and will be applied toward your next scheduled payment. Depending on the amount, your account may be considered paid ahead. Daily interest continues to accrue on your unpaid principal balance. Follow these steps to make a principal-only payment: Website : From the Make One-Time Payment page, select Make A Principal Only Payment. Your account must be current. App : From the Dashboard or Make One-Time Payment page, select Make A Principal Only Payment. Your account must be current. Mail : Include your account number and Principal Only on the memo line of the check and mail to: Toyota Financial Services PO Box 4700 Phoeniz, AZ 85030 Phone : Speak to a Team Member or use our automated system at 1-(800)-874-8822 Puerto Rico Customers: Please send payment(s) PO Box 366251, San Juan, P.R. 00936-6252 Note: Principal-only payments will reduce your unpaid principal balance only and will not be applied toward past-due amounts or payments that are currently due or will become due in the future. You remain responsible for making timely payments as they become due. You can make a principal-only payment via any of our automated systems every 24 hours. Additional principal-only payments may be made with an agent. ",DIRECT_TEXT,https://www.toyotafinancial.com/us/en/planning_tools/faq/payments/how_can_i_reduce_my_principal_balance.html
2528,Will I be charged a late fee if my payment is not received by the due date?," Late fees are subject to state laws. Please review your contract or billing statement for account specific details. You can view your electronic (paperless) billing statements through your bill pay service providers website, if it is available, or here at ToyotaFinancial.com, if you are a registered account holder. You need your account number to register. Note: To view, download and print electronic billing statements, you need to install the free Adobe Acrobat Reader DC on to your computer. ",DIRECT_TEXT,https://www.toyotafinancial.com/us/en/planning_tools/faq/payments/will_i_be_charged_a_late_fee_if_my_payment_is_not_received_by_the_due_date.html
2529,How can I get a refund on a payment?," If you need help with a refund, please contact [Customer Service Team](https://www.toyotafinancial.com/us/en/contact_us.html) or submit a New Support Request through the Support Center. Be prepared to provide the payment amount, the date received, and confirmation number (if applicable). If you made your payment by mail, AutoCheque, or Pay Online, TFS will issue a refund check through the mail. Please allow approximately 7-10 business days from the date the refund check is mailed for the check to arrive. Note: If your refund request brings your account past due, a refund cannot be issued. ",DIRECT_TEXT,https://www.toyotafinancial.com/us/en/planning_tools/faq/payments/how_can_i_get_a_refund_on_a_payment.html
2530,Why was my recurring payment cancelled?," If your final lease payment has been made, we will automatically cancel recurring payments. If you have extended your lease agreement, please update your online recurring payments based on your extension period and amount reflected in your lease extension agreement terms. If your bank has returned NSF payments four or more times within the last 12 months, we will automatically cancel recurring payments. Please contact us to discuss options. ",DIRECT_TEXT,https://www.toyotafinancial.com/us/en/planning_tools/faq/payments/why-was-my-recurring-payment-cancelled.html
2531,What payment relief options are available if I was affected by a natural disaster?,"Log in to the website
Select “Menu” from the top navigation bar
Select My Requests
Select Create New Request
From the ""How can we help you?"" dropdown, select Payment Relief
Select Submit and a confirmation notification will be sent to your email on file",DIRECT_TEXT,https://www.toyotafinancial.com/us/en/planning_tools/faq/payments/what_payment_relief_options_are_available_if_I_was_affected_by_a_natural_disaster.html
2532,What are my privacy choices? How do I set up preferences to allow or limit how TFS shares my personal information?,"Log in to the website
Select “My Profile” from under the Welcome Tab
Click “Privacy Choices”
Select the item(s) you wish to allow sharing
Click the “Save Changes” button, and you will receive a message informing you that your privacy choices have been updated",DIRECT_TEXT,https://www.toyotafinancial.com/us/en/planning_tools/faq/privacy/What_are_my_privacy_choices_How_do_I_set_up_preferences_to_allow_or_limit_how_TFS_shares_my_personal_information.html
2533,"What are my options for receiving my Privacy Policy and will I need to update my choice each year? After I have made a choice, can I change it later?"," We provide you with the most up-to-date version of your Privacy Policy on an annual basis either by mail or electronically. On the TFS website, you can choose how youd like to receive your Privacy Policy. You wont need to update your choice each year, it will remain in effect until it is changed or revoked by you. You can change your choice on the TFS website at any time. However, please be aware that choices made within a short time period prior to the annual mailing may not go into effect at the time of mailing. We will post on the TFS website the final day that changes may be made, which will affect your current annual mailings. ",DIRECT_TEXT,https://www.toyotafinancial.com/us/en/planning_tools/faq/privacy/what_are_my_options_for_receiving_my_privacy_policy_and_will_i_need_to_update_my_choice_each_year_after_i_have_made_a_choice_can_i_change_it_later.html
2534,What happens if I dont make a choice?," If no choice is made, you will receive your Privacy Policy by mail. Additionally, youll be able to view your Privacy Policy on the TFS website at any time as long as you are a registered user. If you choose to receive your Privacy Policy only electronically, you will no longer receive a copy in the mail and will get an email notification informing you that a new Privacy Policy is ready to view on the TFS website. Note: California customers will receive an email with the Privacy Policy as an attachment. ",DIRECT_TEXT,https://www.toyotafinancial.com/us/en/planning_tools/faq/privacy/what_happens_if_i_dont_make_a_choice.html
2535,Will I be able to view the most recent version of the Privacy Policy on the TFS website?," Yes. All customers who are registered on the TFS website can view their most recent Privacy Policy online. If you choose to receive the Privacy Policy only electronically, we will no longer mail you a copy. ",DIRECT_TEXT,https://www.toyotafinancial.com/us/en/planning_tools/faq/privacy/will_i_be_able_to_view_the_most_recent_version_of_the_privacy_policy_on_the_tfs_website.html
2536,"If I already opted in for paperless billing, does that mean I will also receive my Privacy Policy electronically?", No. Opting in for paperless billing does not apply to the Privacy Policy. You need to take an additional step to choose to receive your Privacy Policy only electronically. ,DIRECT_TEXT,https://www.toyotafinancial.com/us/en/planning_tools/faq/privacy/if_i_already_opted_in_for_paperless_billing_does_that_mean_i_will_also_receive_my_privacy_policy_electronically.html
2537,Why are there other documents listed along with the Privacy Policy that I can choose to receive only electronically? Can I choose to receive some documents electronically and others by paper?," On an annual basis, TFS provides you with your Privacy Policy, a Legal Servicing Notice, and our Pay by Phone Error Resolution Notice. For each document type listed, you can choose how they are received. You may choose to receive all of them electronically, by mail, or a combination of both. ",DIRECT_TEXT,https://www.toyotafinancial.com/us/en/planning_tools/faq/privacy/why_are_there_are_other_documents_listed_along_with_the_privacy_policy_that_i_can_choose_to_receive_only_electronically_can_i_choose_to_receive_some_documents_electronically_and_others_by_paper.html
2538,Will I be charged a fee if I chose to receive my privacy policy only electronically?, No. There is no fee associated your preference for how you wish to receive your Privacy Policy or any other TFS account-related document. ,DIRECT_TEXT,https://www.toyotafinancial.com/us/en/planning_tools/faq/privacy/will_i_be_charged_a_fee_if_i_chose_to_receive_my_privacy_policy_only_electronically.html
2539,Is the distribution of the Privacy Policy the only instance in which I will receive my Privacy Policy electronically?," No. If you move from one state to another and notify us with your new address, you may receive a new Privacy Policy due to state-specific content. ",DIRECT_TEXT,https://www.toyotafinancial.com/us/en/planning_tools/faq/privacy/is_the_distribution_of_the_privacy_policy_the_only_instance_in_which_i_will_receive_my_privacy_policy_electronically.html
2540,"If I chose to receive my Privacy Policy only electronically, why am I still receiving a paper notice at my mailing address?"," If you chose to receive your Privacy Policy only electronically, but the email we send to notify you is unable to be delivered, we will mail it to ensure that you receive a copy. Also, in some cases involving multiple account holders, if one chooses to receive their notice electronically, while others do not, a notice may be mailed. ",DIRECT_TEXT,https://www.toyotafinancial.com/us/en/planning_tools/faq/privacy/if_i_chose_to_receive_my_privacy_policy_only_electronically_why_am_i_still_receiving_a_paper_notice_at_my_mailing_address.html
2541,Are there any incentives for repeat customers?," If youve previously financed or leased a vehicle through TFS, you may be eligible for special benefits, including a disposition fee waiver. Contact your dealer or [visit our repeat customer page](/us/en/financing_options/rebate_finance_programs/repeat_customers.html) to learn more. ",LINK_OUT,https://www.toyotafinancial.com/us/en/planning_tools/faq/repeat_customers/are_there_any_incentives_for_repeat_customers.html
2542,How can I get brochures for the programs or vehicles I am interested in?," To download Toyota vehicle brochures, please visit the Get a Toyota Brochure page on Toyota.com. Note: To view the PDF documents, you need to install the free Adobe Acrobat Reader DC on to your computer. ",PDF_ATTACHMENT,https://www.toyotafinancial.com/us/en/planning_tools/faq/shopping/how_can_i_get_brochures_for_the_programs_or_vehicles_i_am_interested_in.html
2543,Im shopping for a used Toyota and keep coming across the term TCUV. What does that mean?," TCUV stands for Toyota Certified Used Vehicle. TCUVs are different from other used Toyota vehicles because each one undergoes a 160-point comprehensive Quality Assurance Inspection, receives a Vehicle History Report, and includes a 12-month/12,000-mile Comprehensive Warranty, a 7-year/100,000-mile Limited Powertrain Warranty, and 1 year of 24/7 Roadside Assistance. To learn more, check out our [Toyota Financial Services TCUV Program](/us/en/vehicle_protection_plan/vehicle_service_agreements.html) and visit Toyotacertified.com .  Whichever comes first, from date of Toyota Certified Used Vehicle purchase  Whichever comes first, from original date of first use when sold as new ",LINK_OUT,https://www.toyotafinancial.com/us/en/planning_tools/faq/shopping/shopping_for_a_used_toyota_and_keep_coming_across_the_term_tcuv.html
2544,What is Support Center and is it secure?," Support Center gives you a secure way to reach our Customer Service Team. It works like a personal inbox on the TFS website, with the added security that your Support Requests can only be viewed by you and us. 1 To utlize the Support Center, log in to your account and go to the Mail Center Inbox 1 . ",PORTAL_REDIRECT,https://www.toyotafinancial.com/us/en/planning_tools/faq/support_center/what_is_support_center_and_is_it_secure.html
2545,How do I know when customer service has responded to my message and how do I access new mail?," When a Customer Service Team member replies to your Support Request, you will receive an email in your regular email inbox. The email will have a link that requires you to log in to access the message. 1 Note: If your email program does not show the link as clickable, you may need to copy and paste the link into the address field of your browser and press Enter. When you log in to your account, there will also be a new message alert in Support Center if you have a new message in your Inbox. Log in to your account and click on the Mail Center Inbox link in the left navigation area to access Support Center. ",DIRECT_TEXT,https://www.toyotafinancial.com/us/en/planning_tools/faq/support_center/how_do_i_know_when_customer_service_has_responded_to_my_message_and_how_do_i_access_new_mail.html
